id,sentence,subject_entity,object_entity,label,source
14321,"아슈르바니팔이 내전에 휘말리기 시작한 지 1년 뒤인 기원전 627년, 이 상황을 기회로 삼은 나보폴라사르 치하에서 반란을 일으킨 칼데아인들은 결국 네베 왕국 신바빌로니아를 세우고 바빌론을 수도로 삼았다.","{'word': '아슈르바니팔', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '기원전 627년', 'start_idx': 29, 'end_idx': 36, 'type': 'DAT'}",no_relation,wikipedia
14322,"2014년 2월 4일, 사티아 나델라는 CEO로, 존 W. 회장으로서 톰슨.","{'word': '사티아 나델라', 'start_idx': 13, 'end_idx': 19, 'type': 'PER'}","{'word': 'CEO', 'start_idx': 22, 'end_idx': 24, 'type': 'POH'}",per:title,wikipedia
14323,"전주 이씨 종족은 태조의 증조부인 목조 이안사에서 갈라진 선원 선파, 목조 이안사의 후손에서 갈라진 선원세계를 포함한 123개 집단이다.","{'word': '이안사', 'start_idx': 22, 'end_idx': 24, 'type': 'PER'}","{'word': '전주 이씨', 'start_idx': 0, 'end_idx': 4, 'type': 'LOC'}",per:employee_of,wikipedia
14324,전환 후 COI에 남아있던 것은 1942년 6월 13일 전략사무국이 되었다.,"{'word': '전략사무국', 'start_idx': 31, 'end_idx': 35, 'type': 'ORG'}","{'word': '1942년 6월 13일', 'start_idx': 18, 'end_idx': 29, 'type': 'DAT'}",org:founded,wikipedia
14327,"2016년 8월 27일, 민주당 제2차 전당대회에서 재선인 유은혜 의원이 전국여성위원회와 여성최고위원으로 선출되었다.","{'word': '민주당', 'start_idx': 14, 'end_idx': 16, 'type': 'ORG'}","{'word': '2016년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",no_relation,wikipedia
14330,"김용범 기획재정부 1차관이 7일 서울 광화문 정부서울청사에서 열린 신성장전략점검회의, 정책점검회의, 물가관계차관회의를 주재하고 있다.","{'word': '기획재정부', 'start_idx': 4, 'end_idx': 8, 'type': 'ORG'}","{'word': '김용범', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org:top_members/employees,policy_briefing
14333,1999년 영국 건축가 노먼 포스터는 국회의사당 벽을 제외한 건물의 모든 프레임을 뜯어내고 안뜰에 가벼운 유리와 알루미늄으로 만든 돔을 설치했다.,"{'word': '노먼 포스터', 'start_idx': 13, 'end_idx': 18, 'type': 'PER'}","{'word': '건축가', 'start_idx': 9, 'end_idx': 11, 'type': 'POH'}",per:title,wikipedia
14335,홍수헌(홍처후의 아들)은 인경왕후 윤씨의 외사촌이다. 한성우의 처남)은 인현왕후의 처남 이만창의 누이인 이숙의 딸과 결혼했다.,"{'word': '인경왕후', 'start_idx': 14, 'end_idx': 17, 'type': 'PER'}","{'word': '인현왕후', 'start_idx': 40, 'end_idx': 43, 'type': 'PER'}",no_relation,wikipedia
14336,"그러나 설악산 대청봉과 접촉 중인 강원도 양양군과 속초시, 인제군이 반발하자 양양군은 2016년 9월6일 회의를 통해 조례 개정안 입법예고를 철회했다.","{'word': '양양군', 'start_idx': 23, 'end_idx': 25, 'type': 'ORG'}","{'word': '강원도', 'start_idx': 19, 'end_idx': 21, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
14338,"바이에른 뮌헨의 서포터들은 주로 중산층들로 구성되어 있고, 바이에른의 알리안츠 아레나 홈경기는 서포터들이 평균 200km 이상의 먼 길을 따라가야 하지만 항상 매진된다.","{'word': '바이에른 뮌헨', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': '알리안츠 아레나', 'start_idx': 39, 'end_idx': 46, 'type': 'LOC'}",no_relation,wikipedia
14339,나카무라 가쓰히로 감독은 그 해 중견수에 전념할 계획이었지만 전년과 마찬가지로 2루수와 외야수로도 활약할 예정이다.,"{'word': '나카무라 가쓰히로', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': '2루수', 'start_idx': 44, 'end_idx': 46, 'type': 'POH'}",no_relation,wikipedia
14340,그는 2001년에 그의 전 소속팀 KIA 타이거즈로 돌아왔고 2011년에 은퇴를 발표했다.,"{'word': 'KIA 타이거즈', 'start_idx': 19, 'end_idx': 26, 'type': 'ORG'}","{'word': '2011년', 'start_idx': 34, 'end_idx': 38, 'type': 'DAT'}",no_relation,wikitree
14345,"그러자 홍사익씨는 '이것은 매우 어려운 문제이다. 그것은 또한 섣불리 해결될 수 없는 문제이다. 나는 이 문제를 여러 기회에 조사했지만, 일본과의 관계는 아일랜드와 영국의 관계와 매우 유사하다. 그러므로, 아일랜드 방식은 우리에게 참고가 될 것이다. 아일랜드 사람들은 그들이 영국에서 어떤 대우를 받든 간에 그들이 아일랜드인이라는 것을 숨기지 않는다. 그리고 제 소개를 할 때, 저는 항상 말합니다. ""나는 아일랜드 사람입니다. 오세요."" 언제든지 홍국선이라는 말을 해서 자신이 조선사람이라는 말을 빠뜨려서는 안 된다.","{'word': '홍사익', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '홍국선', 'start_idx': 251, 'end_idx': 253, 'type': 'PER'}",no_relation,wikipedia
14347,서동현(1985년 6월 5일 ~ )은 대한민국의 축구 선수이다.,"{'word': '서동현', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1985년 6월 5일', 'start_idx': 4, 'end_idx': 14, 'type': 'DAT'}",per:date_of_birth,wikipedia
14349,"이날 협약식에는 이영식 한샘회장, 정문호 소방청장, 오대희 소방공제회 전무, 오세억 소방클럽 회장 등이 참석했다.","{'word': '정문호', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}","{'word': '소방청장', 'start_idx': 23, 'end_idx': 26, 'type': 'POH'}",per:title,wikitree
14351,그는 이누야샤의 만화 '타카하시 루미코'에 등장하는 이누야샤의 이복동생이다.,"{'word': '이누야샤', 'start_idx': 3, 'end_idx': 6, 'type': 'PER'}","{'word': '타카하시 루미코', 'start_idx': 13, 'end_idx': 20, 'type': 'PER'}",no_relation,wikipedia
14352,기리보이(홍시영28)는 콘서트 티켓을 비싸게 파는 메스 기사에 직접 댓글을 달았다.,"{'word': '기리보이', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '홍시영', 'start_idx': 5, 'end_idx': 7, 'type': 'PER'}",per:alternate_names,wikitree
14356,광양시(시장 정현복)는 문화체육관광부와 한국문화관광연구원이 주관하는 '2019 관광두레 프로젝트 주민사업' 공모에 5개 지역업체가 시 최초로 최종 선정됐다고 밝혔다.,"{'word': '한국문화관광연구원', 'start_idx': 22, 'end_idx': 30, 'type': 'ORG'}","{'word': '문화체육관광부', 'start_idx': 13, 'end_idx': 19, 'type': 'ORG'}",no_relation,wikitree
14357,"윤도현(1972년 2월 3일 ~ )은 한국의 록 밴드 YB의 보컬, 뮤지컬 배우, 방송인이다.","{'word': '윤도현', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1972년 2월 3일', 'start_idx': 4, 'end_idx': 14, 'type': 'DAT'}",per:date_of_birth,wikipedia
14358,박능후 보건복지부 장관(오른쪽 두 번째)이 23일 서울 여의도 국회 의원회관에서 열린 의대 및 공립대 설립 추진 방안 당정협의에 참석해 연설하고 있다.,"{'word': '박능후', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '보건복지부 장관', 'start_idx': 4, 'end_idx': 11, 'type': 'POH'}",per:title,policy_briefing
14360,남부군단은 지리산 일대가 북한군에 점령당했을 때 보충군 역할을 했지만 유엔군과 한국군의 반격 당시 부대를 재편성해 조선인민항쟁 남부군단으로 개명했다.,"{'word': '남부군단', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '지리산', 'start_idx': 6, 'end_idx': 8, 'type': 'LOC'}",no_relation,wikipedia
14361,"물론 당 대표들은 일정이 많은데, 특히 추 대표처럼 지난 1년간 대선과 지방선거를 준비하는 것을 감안하면 이정미 정의당 대표의 참석률 66%와 비교된다고 JTBC 정치위원회는 지적했다.","{'word': '정의당', 'start_idx': 63, 'end_idx': 65, 'type': 'ORG'}","{'word': '이정미', 'start_idx': 59, 'end_idx': 61, 'type': 'PER'}",org:top_members/employees,wikipedia
14362,그녀는 비례대표 국회의원이며 민주평화당의 최고위원과 수석대변인을 맡고 있다. 바로 박주현 의원이다.,"{'word': '박주현', 'start_idx': 46, 'end_idx': 48, 'type': 'PER'}","{'word': '비례대표', 'start_idx': 4, 'end_idx': 7, 'type': 'POH'}",per:title,wikitree
14364,이브라히모비치는 2016년 12월 11일(한국시간) 올드 트래퍼드에서 열린 맨체스터 유나이티드와 토트넘 홋스퍼의 2016/2017 잉글랜드 프리미어리그 15라운드(1-0 맨체스터 유나이티드)에서 풀타임을 소화하며 1999년 스웨덴 말뫼에서 데뷔한 이후 17년 만에 프로 700경기에 출전했다.,"{'word': '토트넘 홋스퍼', 'start_idx': 54, 'end_idx': 60, 'type': 'ORG'}","{'word': '프리미어리그', 'start_idx': 78, 'end_idx': 83, 'type': 'ORG'}",org:member_of,wikipedia
14367,"결국, 도조는 2225만 달러를 받고 스페인의 거대 바르셀로나로 이적했고, 포르투갈 선수들이 일정 기간 동안 외국 구단과 계약하는 것이 금지되었기 때문에 시즌 나머지 기간 동안 임대로 복귀했다.","{'word': '바르셀로나', 'start_idx': 29, 'end_idx': 33, 'type': 'ORG'}","{'word': '스페인', 'start_idx': 21, 'end_idx': 23, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
14368,핀란드 능동저항당()은 1904년부터 1908년까지 존재했던 핀란드 공화국의 정당이다.,"{'word': '핀란드 능동저항당', 'start_idx': 0, 'end_idx': 8, 'type': 'ORG'}","{'word': '1908년', 'start_idx': 21, 'end_idx': 25, 'type': 'DAT'}",org:dissolved,wikipedia
14370,"1978년 민주노동당은 공식적으로 해산되었고, 일부 지지자들은 새로운 민주노동당을 창당했다.","{'word': '민주노동당', 'start_idx': 6, 'end_idx': 10, 'type': 'ORG'}","{'word': '1978년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:dissolved,wikipedia
14372,최태원 SK그룹 회장의 부인 노소영 아트센터 나비 관장은 최 회장을 상대로 이혼 의사를 밝히며 맞소송을 제기했다.,"{'word': 'SK그룹', 'start_idx': 4, 'end_idx': 7, 'type': 'ORG'}","{'word': '최태원', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org:top_members/employees,wikitree
14374,천도교 안에서 이용구는 권동진과 동의하면서도 일본과의 합병을 반대하는 이른바 문명계몽 세력과 대립하여 결국 쫓겨났다.,"{'word': '권동진', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}","{'word': '천도교', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",per:religion,wikipedia
14376,필리핀에서는 미군의 '마닐라 군사재판'(미군 수장은 월터 크루거 중장)과 필리핀군의 '필리핀 군사재판'(관할 수장은 마누엘 로하스) 두 가지 재판이 열렸다.,"{'word': '필리핀', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '마닐라', 'start_idx': 12, 'end_idx': 14, 'type': 'POH'}",no_relation,wikipedia
14381,"노회찬 전 원내대표 비서실장, 배진교 전 인천 동구청장, 박창진 전 대한항공 사무총장, 김종민 전 서울시 부의장 등이 출마했다.","{'word': '노회찬', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '원내대표', 'start_idx': 6, 'end_idx': 9, 'type': 'POH'}",per:title,wikipedia
14383,카를로스 클라이버는 1930년 베를린에서 지휘자 에리히 클라이버의 아들로 태어났다.,"{'word': '카를로스 클라이버', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': '지휘자', 'start_idx': 23, 'end_idx': 25, 'type': 'POH'}",no_relation,wikipedia
14386,"1945년 10월 25일, 타이베이 중동당으로부터 타이베이에 남아있던 총독부는 중화민국 대표인 천이에게 항복했다.","{'word': '타이베이', 'start_idx': 15, 'end_idx': 18, 'type': 'ORG'}","{'word': '중화민국', 'start_idx': 44, 'end_idx': 47, 'type': 'LOC'}",no_relation,wikipedia
14387,현빈(김태평37)과 손예진(손언진37)의 결혼설이 동시에 돌았다.,"{'word': '손예진', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}","{'word': '손언진', 'start_idx': 15, 'end_idx': 17, 'type': 'PER'}",per:alternate_names,wikitree
14388,"SK텔레콤은 7일(현지시간)부터 10일까지 나흘간 미국 라스베이거스 컨벤션센터에서 열리는 CES 2020에서 SK이노베이션, SK하이닉스, SKC와 함께 '미래를 위한 진화의 주제'를 주제로 중앙홀에 216평 규모의 공동 전시부스를 운영한다.","{'word': 'SK하이닉스', 'start_idx': 70, 'end_idx': 75, 'type': 'ORG'}","{'word': 'SK텔레콤', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}",no_relation,wikitree
14389,"칠레의 주요 언론인 24호라스에 따르면, 그는 영국 프리미어리그의 맨체스터 시티 FC로 이적하기로 사전에 합의했고, 로베르토 맨치니를 대신해 2013-14 시즌부터 시티의 감독으로 임명되었다.","{'word': '맨체스터 시티 FC', 'start_idx': 37, 'end_idx': 46, 'type': 'ORG'}","{'word': '2013-14', 'start_idx': 79, 'end_idx': 85, 'type': 'DAT'}",no_relation,wikipedia
14395,"특허청에 따르면, 2013년 8월 6일, 대한항공은 대한항공과 대한항공 로고 등 모든 상표권과 진에어, 칼호텔네트웍, 서울 서소문사무소, 현금과 보증금 1,000억원을 한진칼에 넘겼다.","{'word': '진에어', 'start_idx': 53, 'end_idx': 55, 'type': 'ORG'}","{'word': '대한항공', 'start_idx': 23, 'end_idx': 26, 'type': 'ORG'}",org:member_of,wikipedia
14396,LG화학은 1947년 락희화학공업(주)이라는 이름으로 LG그룹의 모태로 설립되었다.,"{'word': 'LG화학', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': 'LG그룹', 'start_idx': 30, 'end_idx': 33, 'type': 'ORG'}",org:member_of,wikipedia
14400,"이상호 11번가 사장은 ""휴가철 귀성시 유용하게 활용할 수 있는 e쿠폰 상품을 집중 판매했다""며 ""11번가에서는 한가위가 풍성하고 쇼핑의 즐거움으로 더욱 풍성한 연휴를 보내길 바란다""고 말했다.","{'word': '11번가', 'start_idx': 4, 'end_idx': 7, 'type': 'ORG'}","{'word': '이상호', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org:top_members/employees,wikitree
14401,1988년 태평양 돌핀스에서 데뷔한 뒤 1989년 19승(선발 15개) 기록을 세우며 그해 잠수함 선발 최다승 기록을 세웠으나 1992년 이강철(17개 선발)과 17개 선발로 신인상을 받았다.,"{'word': '태평양 돌핀스', 'start_idx': 6, 'end_idx': 12, 'type': 'ORG'}","{'word': '1988년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",no_relation,wikipedia
14402,"후쿠모토 유타카(, 1947년 11월 7일 ~ )는 일본의 전 프로 야구 선수이자 야구 지도자, 야구 해설가, 평론가이다.","{'word': '후쿠모토 유타카', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '1947년 11월 7일', 'start_idx': 11, 'end_idx': 22, 'type': 'DAT'}",per:date_of_birth,wikipedia
14408,그는 2018년부터 한화 이글스의 감독으로 임명되었다.,"{'word': '한화 이글스', 'start_idx': 11, 'end_idx': 16, 'type': 'ORG'}","{'word': '2018년', 'start_idx': 3, 'end_idx': 7, 'type': 'DAT'}",no_relation,wikipedia
14410,"이 회사는 2008년에 랜드로버를 인수했고, 재규어 자동차는 1922년에 두 명의 오토바이 애호가인 윌리엄 라이온스와 윌리엄 윔슬리에 의해 설립되었고, 2차 세계대전 이후 현재의 재규어 모터스로 이름이 바뀌었다.","{'word': '랜드로버', 'start_idx': 13, 'end_idx': 16, 'type': 'ORG'}","{'word': '자동차', 'start_idx': 29, 'end_idx': 31, 'type': 'POH'}",org:product,wikipedia
14415,관광두레사업은 문화체육관광부가 주최하고 한국문화관광연구원이 주관하고 파주시가 지원하는 사업으로 지역기반 관광기업 육성을 위해 7년째 추진 중이다.,"{'word': '한국문화관광연구원', 'start_idx': 22, 'end_idx': 30, 'type': 'ORG'}","{'word': '문화체육관광부', 'start_idx': 8, 'end_idx': 14, 'type': 'ORG'}",no_relation,wikitree
14416,방송인 크리스티안 부르고스는 멕시코에서는 아니라고 말하면 안 된다며 거절하고 싶으면 돌려서 상대방을 다치게 해서는 안 된다고 말했다.,"{'word': '크리스티안 부르고스', 'start_idx': 4, 'end_idx': 13, 'type': 'PER'}","{'word': '방송인', 'start_idx': 0, 'end_idx': 2, 'type': 'POH'}",per:title,wikitree
14417,문근영(1987년 5월 6일 ~ )은 한국의 배우이다.,"{'word': '문근영', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1987년 5월 6일', 'start_idx': 4, 'end_idx': 14, 'type': 'DAT'}",per:date_of_birth,wikipedia
14420,운곡장학금은 한라그룹 창업주인 고 정인영 명예회장을 기려 저소득층 학생들의 부담을 줄이고 지역 학생들의 꿈을 지원하기 위해 운영된다.,"{'word': '한라그룹', 'start_idx': 7, 'end_idx': 10, 'type': 'ORG'}","{'word': '정인영', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}",org:founded_by,wikitree
14421,"그는 오랫동안 납북되어 조선민주주의인민공화국에서 사망한 것으로 믿어졌으며, 계광순의 증언에 따르면, 그는 한국 전쟁 이후 정치보위부로 끌려가 억류되었다. 정인택 김기림 박영희 등은 서대문형무소에 수감돼 평양형무소로 이송됐다. 이광수 계광순 등 33명을 합숙시킨 뒤 폭발시킨 것으로 추정된다.","{'word': '김기림', 'start_idx': 90, 'end_idx': 92, 'type': 'PER'}","{'word': '조선민주주의인민공화국', 'start_idx': 13, 'end_idx': 23, 'type': 'ORG'}",no_relation,wikipedia
14424,"심재철 원내대표와 이주영 국회부의장이 대표직에 오르며 항의했고, 자유한국당 의원들은 ""독재 극복"", ""아들 공천 보상"", ""무제한 토론"" 등의 구호를 외쳤다.","{'word': '심재철', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '국회부의장', 'start_idx': 14, 'end_idx': 18, 'type': 'POH'}",no_relation,wikitree
14427,"스페인의 교통 체계는 중앙집권화되어 있으며, 수도 마드리드를 중심으로 바스크, 카탈로니아, 발렌시아, 안달루시아, 에스트레마두라, 갈리시아까지 6개의 고속도로가 뻗어 있다.","{'word': '바스크', 'start_idx': 39, 'end_idx': 41, 'type': 'ORG'}","{'word': '스페인', 'start_idx': 0, 'end_idx': 2, 'type': 'LOC'}",org:member_of,wikipedia
14430,2004년 17대 국회 당시 민주노동당 비례대표였던 노회찬 진보정의당 공동대표는 현행 20석을 5석 또는 5%로 낮춰야 한다고 주장했다.,"{'word': '정의당', 'start_idx': 35, 'end_idx': 37, 'type': 'ORG'}","{'word': '노동당', 'start_idx': 18, 'end_idx': 20, 'type': 'ORG'}",no_relation,wikipedia
14431,GS리테일이 운영하는 편의점 GS25는 5일 업계 전용 흑설탕 버블 아이스바를 선보인다.,"{'word': 'GS25', 'start_idx': 16, 'end_idx': 19, 'type': 'ORG'}","{'word': 'GS리테일', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}",org:member_of,wikitree
14432,그룹 슈퍼주니어의 최시원(32)이 다시 사과했다.,"{'word': '최시원', 'start_idx': 10, 'end_idx': 12, 'type': 'PER'}","{'word': '슈퍼주니어', 'start_idx': 3, 'end_idx': 7, 'type': 'PER'}",per:employee_of,wikitree
14433,고흥군(군수 송귀근)은 20일 하나웨딩홀에서 고흥군 사회복지협의회 임직원 및 관계자 130여명이 참석한 가운데 '2019 고흥군 사회복지협의회 성과보고회'를 개최했다.,"{'word': '고흥군', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '송귀근', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",org:top_members/employees,wikitree
14434,이는 독립운동가이자 동명의 정치인인 김규식과 같은 시위의 먼 친척의 형태에 해당한다.,"{'word': '김규식', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}","{'word': '독립운동가', 'start_idx': 3, 'end_idx': 7, 'type': 'POH'}",per:title,wikipedia
14435,"대한항공, 아시아나항공, 제주항공, 진에어, 태국항공은 인천과 한국의 방콕 사이의 정기 항공편을 운항하고 있다.","{'word': '진에어', 'start_idx': 20, 'end_idx': 22, 'type': 'ORG'}","{'word': '대한항공', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}",no_relation,wikipedia
14436,"노 대통령은 이날 국회 운영위원회 대통령비서실과 국가안보실, 청와대 안보실 국정감사에 출석해 문재인 대통령의 국정운영 전반에 대해 저와 다른 비서관들도 무한한 책임을 느끼고 있으며 언제든지 모든 것을 할 것이라고 말했다.","{'word': '국가안보실', 'start_idx': 27, 'end_idx': 31, 'type': 'ORG'}","{'word': '대통령', 'start_idx': 2, 'end_idx': 4, 'type': 'POH'}",no_relation,wikitree
14437,"이후 여권에서 위기감을 느낀 노태우 대통령의 민주정의당, 측근인 서석재 체포로 결심을 굳힌 김영삼의 통일민주당, 김종필 신민주당의 물밑 협상이 시작됐다.","{'word': '통일민주당', 'start_idx': 56, 'end_idx': 60, 'type': 'ORG'}","{'word': '김영삼', 'start_idx': 51, 'end_idx': 53, 'type': 'PER'}",org:top_members/employees,wikipedia
14439,삼성전자는 세계 최초로 반도체 공정 소형화의 한계를 극복한 '6세대(1xx 단위) 256Gb(기가비트) V 낸드' 기반의 '기업용 PC SSD'를 양산·공급했다고 6일 밝혔다.,"{'word': '삼성전자', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': 'SSD', 'start_idx': 76, 'end_idx': 78, 'type': 'POH'}",org:product,wikitree
14441,"그 후 2001년 메이저 리그 사커의 로스앤젤레스 갤럭시로 이적했고, 2002년에는 USL 1부 리그의 시애틀 사운더스로 이적했다.","{'word': '로스앤젤레스 갤럭시', 'start_idx': 21, 'end_idx': 30, 'type': 'ORG'}","{'word': '메이저 리그 사커', 'start_idx': 10, 'end_idx': 18, 'type': 'ORG'}",org:member_of,wikipedia
14442,서북청년회의 대공투가 한창이던 1947년 4월 귀국한 지청천 임시정부 광복군 사령관이 대동청년단 조직을 발족시켰다.,"{'word': '대동청년단', 'start_idx': 48, 'end_idx': 52, 'type': 'ORG'}","{'word': '1947년', 'start_idx': 17, 'end_idx': 21, 'type': 'DAT'}",no_relation,wikipedia
14444,"이와 관련해 업계 관계자는 ""넷마블이 코웨이를 인수했기 때문에 노동자들의 주장이 넷마블과 관련된 것은 사실""이라며 ""다만 코웨이 노조 문제는 넷마블 인수 이후 계속돼온 사안""이라고 말했다. 이것은 코웨이와 함께 풀어야 할 첫 번째 문제입니다,"" 라고 그가 말했습니다.","{'word': '코웨이', 'start_idx': 21, 'end_idx': 23, 'type': 'ORG'}","{'word': '넷마블', 'start_idx': 16, 'end_idx': 18, 'type': 'ORG'}",org:member_of,wikitree
14445,"하지만, 문성민씨는 해외에 나가겠다는 의지를 포기하지 않았고 경기대학교 총장과 인터뷰한 후 휴학서를 제출했다.","{'word': '문성민', 'start_idx': 5, 'end_idx': 7, 'type': 'PER'}","{'word': '경기대', 'start_idx': 34, 'end_idx': 36, 'type': 'ORG'}",per:schools_attended,wikipedia
14446,"설상가상으로, K리그의 외국인 골키퍼 제한은 또한 전설적인 골키퍼 발레리 사리체프의 참가를 점차 줄였고, 천안 일화의 활약은 바닥으로 떨어지게 만들었다.","{'word': '발레리 사리체프', 'start_idx': 37, 'end_idx': 44, 'type': 'PER'}","{'word': '골키퍼', 'start_idx': 17, 'end_idx': 19, 'type': 'POH'}",per:title,wikipedia
14447,"아담스는 2013년 슈퍼맨의 새로운 리부팅 영화 맨 오브 스틸에서 여주인공 로이스 레인 역으로 첫 골든 글로브상, 시드니 프로 영화 아메리칸 허슬에서 여우주연상, 2014년 영국 아카데미 영화 빅 아이즈로 다섯 번째 연속 골든 글로브상을 수상했다.","{'word': '슈퍼맨', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}","{'word': '로이스 레인', 'start_idx': 42, 'end_idx': 47, 'type': 'PER'}",no_relation,wikipedia
14453,이날 이찬혁 이수현 남매는 군으로 인한 이별의 기간 동안 느낀 점과 목표를 밝히고 공식 그룹명에 대해 이야기했다.,"{'word': '이찬혁', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}","{'word': '이수현', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",per:siblings,wikitree
14454,경제와 군사면에서 남인도의 핵심이었던 마이소르 왕국의 하이데르 알리와 티푸술탄은 나폴레옹 시대 프랑스의 동맹국으로 1인당 국민소득과 인구가 급성장하고 경제구조가 바뀌며 군사기술을 중심으로 기술혁신이 성장했다.,"{'word': '하이데르 알리', 'start_idx': 30, 'end_idx': 36, 'type': 'PER'}","{'word': '마이소르 왕국', 'start_idx': 21, 'end_idx': 27, 'type': 'LOC'}",per:origin,wikipedia
14456,"이어 2017년 서머슬램에서 하디 보이즈(제프 하디, 매트 하디)와 팀을 이룬 제이슨 조던과 3vs3 태그팀 경기에서 승리하고, 전주 15인승 배틀 로얄을 이긴 제프 하디와의 수비전에서 승리한다.","{'word': '하디 보이즈', 'start_idx': 16, 'end_idx': 21, 'type': 'PER'}","{'word': '제프 하디', 'start_idx': 23, 'end_idx': 27, 'type': 'PER'}",per:alternate_names,wikipedia
14457,"이와 관련해 김강립 중앙재난안전대책본부 제1총괄조정관(보건복지부 장관)은 2일 정례 브리핑에서 경찰청이 감염병 예방법 위반 등 총 1794명을 조사했다. 격리 조치의""라고 말했습니다.","{'word': '보건복지부', 'start_idx': 30, 'end_idx': 34, 'type': 'ORG'}","{'word': '김강립', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",org:top_members/employees,policy_briefing
14458,경기도 양평군수(군수 정동균) 부녀회가 3일 보건소를 방문해 COVID-19 방지에 총력을 기울이고 있는 양평군 보건소 직원과 상담했다.,"{'word': '양평군', 'start_idx': 4, 'end_idx': 6, 'type': 'ORG'}","{'word': '정동균', 'start_idx': 12, 'end_idx': 14, 'type': 'PER'}",org:top_members/employees,wikitree
14460,"2011년 8월 31일, NC 다이노스는 김경문을 3년 14억원의 조건으로 첫 감독으로 선임할 것이라고 발표했다.","{'word': 'NC 다이노스', 'start_idx': 14, 'end_idx': 20, 'type': 'ORG'}","{'word': '2011년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",no_relation,wikipedia
14461,박정호 SK텔레콤 사장은 5일 저녁 서울 을지로 T타워 사옥에서 화상회의 솔루션을 활용한 간담회를 진행하며 계약서에 서명했다.,"{'word': 'SK텔레콤', 'start_idx': 4, 'end_idx': 8, 'type': 'ORG'}","{'word': '박정호', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org:top_members/employees,wikitree
14462,"이 사건에 대응하여, 에이버리 브런디지 IOC 위원장은 미국 올림픽 위원회로 하여금 두 선수를 미국으로 돌려보내든지 아니면 미국 육상팀 전체를 돌려보내든지 둘 중 하나를 선택하게 했고, 미국 올림픽 위원회는 두 선수를 미국으로 돌려보냈다.","{'word': '올림픽 위원회', 'start_idx': 34, 'end_idx': 40, 'type': 'ORG'}","{'word': 'IOC', 'start_idx': 22, 'end_idx': 24, 'type': 'ORG'}",no_relation,wikipedia
14464,사회민주진보동맹(S&D)은 사회민주주의 성향의 유럽 의회의 교섭단체다.,"{'word': '사회민주진보동맹', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': '사회민주주의', 'start_idx': 15, 'end_idx': 20, 'type': 'POH'}",org:political/religious_affiliation,wikipedia
14466,"많은 유명한 작곡가들이 그에게 작곡을 배웠고, 진은숙도 그들 중 한 명이다.","{'word': '진은숙', 'start_idx': 26, 'end_idx': 28, 'type': 'PER'}","{'word': '작곡가', 'start_idx': 7, 'end_idx': 9, 'type': 'POH'}",per:title,wikipedia
